index,brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty
117,infinix,Infinix Zerobook 13 ZL513 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Home),11018100,63,intel,core i7,14,20,32,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
118,asus,Asus Vivobook 14X K3405ZFB-KM541WS Laptop (12th Gen Core i5 /16GB/512GB SSD/Win11),12918100,72,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,14.0,2880,1800,windows,1
119,acer,Acer Nitro 5 AN515-58 NH.QLZSI.001 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),18048100,72,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
120,asus,Asus TUF Gaming F15 2022 FX507ZC4-HN115W Gaming Laptop (12th Gen Core i5/ 8GB/512GB SSD/ Win11 / 4GB Graph),14297500,72,intel,core i5,12,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
121,acer,Acer Aspire 7 A715-76G NH.QMESI.002 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),9118100,67,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
122,asus,Asus Zenbook 14X OLED 2023 M5401QA-KM541WS Laptop (Ryzen 5 5600H / 16GB/ 512GB SSD/ Win11 Home),12728100,64,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,14.0,2880,1800,windows,1
123,hp,HP Pavilion 15-eh2050AU Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11 Home),8303000,62,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1
124,asus,Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),29448100,88,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,3200,2000,windows,1
125,acer,Acer Predator Helios Neo 16 PHN16-71 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),22798100,75,intel,core i7,16,24,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1
126,acer,Acer Predator Helios Neo 16 NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),19948100,70,intel,core i5,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1
127,hp,HP 250 G8 7M6L7PA Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11),6629100,58,intel,core i3,2,4,8,HDD,1024,SSD,256,intel,integrated,False,15.6,1366,768,windows,No information
128,hp,HP 15-fc0025AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),6173100,54,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1
129,hp,HP 15-fc0028AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),8246000,52,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1
130,lenovo,Lenovo Thinkbook 15 21DJA049IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),7788100,66,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
131,acer,Acer Extensa 15 EX215-33 2023 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),5888100,49,intel,core i3,8,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
132,lenovo,Lenovo IdeaPad Slim 3 82KU0238IN Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),7788100,64,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1
133,hp,HP 15s-fq2717TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),5907100,60,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
134,dell,Dell G15-5520 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),13108100,74,intel,core i5,12,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
135,asus,Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),18313910,79,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,True,13.4,1920,1200,windows,1
136,asus,Asus VivoBook 15 X515EA-EJ522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),8358100,60,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
137,lenovo,Lenovo IdeaPad Gaming 3 82K10198IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),8673690,67,intel,core i5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
138,asus,Asus Vivobook 16X 2022 M1603QA-MB511WS Laptop (Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home),10068100,65,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,False,16.0,1920,1200,windows,1
139,acer,Acer TravelMate TMP214-53 Business Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),7408100,64,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1
140,asus,Asus Vivobook 15 Touch X515EA-EZ311WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),6363100,56,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,True,15.6,1920,1080,windows,1
141,apple,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ macOS),20898100,43,apple,m2,8,8,8,SSD,256,No secondary storage,0,apple,apple,False,13.3,2560,1600,mac,1
142,asus,Asus Vivobook S15 OLED K3502ZA-L701WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),13868100,70,intel,core i7,14,20,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
143,hp,HP 15s-eq2144au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),7694810,60,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1
144,hp,HP Spectre x360 16-aa0665TU Laptop (Intel Core Ultra 7/ 32GB/ 2TB SSD/ Win11 Home),38444600,82,intel,core ultra 7,16,22,32,SSD,2048,No secondary storage,0,intel,dedicated,True,16.0,2880,1800,windows,1
145,lenovo,Lenovo V15 G4 82YU00W9IN Laptop (Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),6838100,60,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1
147,lenovo,Lenovo IdeaPad Slim 3 82H803HQIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),8548100,64,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
150,dell,Dell 5530 G15 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),28213100,78,intel,core i9,24,32,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
151,hp,HP Spectre x360 14-eu0666TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),31521000,76,intel,core ultra 7,16,22,32,SSD,1024,No secondary storage,0,intel,dedicated,True,14.0,2880,1800,windows,1
152,apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 36GB/ 512GB SSD/ macOS),55081000,63,apple,m3,12,12,36,SSD,512,No secondary storage,0,apple,apple,False,16.2,3456,2234,mac,1
153,apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),66481000,64,apple,m3,14,14,36,SSD,1024,No secondary storage,0,apple,apple,False,16.2,3456,2234,mac,1
154,apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),47481000,58,apple,m3,12,12,8,SSD,512,No secondary storage,0,apple,apple,False,16.2,3456,2234,mac,1
155,apple,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),37981000,56,apple,m3,11,11,8,SSD,512,No secondary storage,0,apple,apple,False,14.2,3024,1964,mac,1
156,lenovo,Lenovo Legion Pro 5 16IRX8 82WK00MWIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),29068100,77,intel,core i7,16,24,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1
157,dell,Dell Inspiron 3520 IN3520P9K46002ORS1 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),7218100,59,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
158,hp,HP Victus 15-FA1098TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),11588100,64,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
159,hp,HP 15s-er2004AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11),9689810,58,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1
160,dell,Dell Inspiron 3530 IN3530RMD8W001ORS1 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),12538100,53,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
161,acer,Acer Aspire 3 A315-24P NX.KDESI.00B Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),6268100,54,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1
162,asus,Asus Vivobook 16 2023 X1605ZAB-MB342WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),9118100,62,intel,core i3,6,8,16,SSD,512,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1
163,lenovo,Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),25116100,83,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,2560,1600,windows,1
164,ultimus,Ultimus Lite NU14U4INC44BN-CS Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),2848100,45,intel,celeron,2,2,4,SSD,256,No secondary storage,0,intel,integrated,False,14.1,1366,768,windows,1
165,zebronics,Zebronics Pro Series Z ZEB-NBC 3S 2023 Laptop (12th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),6458100,65,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
166,hp,HP Spectre x360 14-eu0556TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),31521000,76,intel,core ultra 7,16,22,32,SSD,1024,No secondary storage,0,intel,dedicated,True,14.0,2880,1800,windows,1
167,hp,HP 15s-fq5185TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),7543000,59,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
168,zebronics,Zebronics Pro Series Y ZEB-NBC 2S Laptop (11th Gen Core i5 / 16GB/ 512GB SSD/ Win11 Home),6268100,63,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
169,zebronics,Zebronics ZEB-NBC 5S 2023 Laptop (12th Gen Core i7 / 16GB/ 1TB SSD/ Win11 Home),10068100,72,intel,core i7,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
170,zebronics,Zebronics Pro Series Y ZEB-NBC 1S Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),5698100,56,intel,core i3,4,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
171,hp,HP Pavilion 14-dv2153TU Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win 11),13054900,67,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1
172,lenovo,Lenovo IdeaPad Gaming 3 82SB00V2IN Laptop (AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),11725280,60,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
173,asus,Asus ROG Strix G15 G513RC-HN251WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),17478100,71,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
174,hp,HP Victus 15-fa1132TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),11588100,66,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
175,chuwi,Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),6268100,50,intel,core i3,6,8,12,SSD,512,No secondary storage,0,intel,integrated,True,13.5,2256,1504,windows,1
176,acer,Acer Swift Go NXKPZSI002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),13868100,64,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,2880,1800,windows,1
177,hp,HP 255 G9 841W6PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS),4559810,49,amd,ryzen 3,2,4,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1366,768,dos,1
178,gigabyte,Gigabyte G5 MF-F2IN313SH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),13678100,67,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2
179,asus,Asus Zenbook Flip 14 OLED UP5401ZA-KU541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),16148100,69,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,True,14.0,3840,2400,windows,1
180,asus,Asus Chromebook CX1500CKA-EJ0241 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),3418100,35,intel,celeron,2,2,4,SSD,64,No secondary storage,0,intel,integrated,False,15.6,1920,1080,chrome,1
181,lenovo,Lenovo IdeaPad 1 15IGL7 82V700BSIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),4900100,50,intel,celeron,2,2,8,SSD,256,No secondary storage,0,intel,integrated,False,15.6,1366,768,windows,1
182,hp,HP 255 G8 7J035AA Laptop (Ryzen 5-5500U/ 8GB/ 256GB SSD/ Win11),6079810,56,amd,ryzen 5,6,12,8,SSD,256,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1
183,acer,Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),34198100,78,intel,core i9,24,32,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1
184,asus,Asus TUF Gaming F15 FX506HE-HN382W Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),13868100,71,intel,core i7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
185,hp,HP Victus 15-fa0187TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),17632000,76,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
186,lenovo,Lenovo IdeaPad 3 82KU024JIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),9308100,64,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1
187,msi,MSI Modern 14 C12M-459IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),10448100,60,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1
188,wings,Wings Nuvobook Pro Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),7598100,58,intel,core i7,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1080,1920,windows,1
189,wings,Wings Nuvobook S1 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),4748100,49,intel,core i3,4,8,8,SSD,256,No secondary storage,0,intel,integrated,False,15.6,1080,1920,windows,1
190,msi,MSI Thin GF63 11UCX-1492IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),11778100,73,intel,core i5,6,12,16,HDD,1024,SSD,256,nvidia,dedicated,False,15.6,1920,1080,windows,No information
191,infinix,Infinix INBook X3 Slim XL422 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),7408100,56,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1
192,hp,HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),13869810,63,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
193,msi,MSI Thin GF63 11SC-1494IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),10068100,65,intel,core i5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2
194,msi,MSI Thin GF63 11UC-1490IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),11968100,73,intel,core i5,6,12,16,HDD,1024,SSD,256,nvidia,dedicated,False,15.6,1920,1080,windows,No information
195,hp,HP Victus 16-s0089AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),16547100,76,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1
196,lenovo,Lenovo IdeaPad Slim 5i 82XF003CIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),13412100,62,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,16.0,1920,1200,windows,1
197,lenovo,Lenovo LOQ 15IRH8 82XV00F4IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),12728100,69,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
198,lenovo,Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),21848100,63,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
199,lenovo,Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),18998100,67,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
200,hp,HP 240 G8 689U2PA Business Laptop (11th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),6648100,63,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1366,768,windows,1
201,hp,HP Victus 16-D0314TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),12255000,75,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.1,1920,1080,windows,1
202,hp,HP Omen 16-wf1026TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),33534810,85,intel,core i7,20,28,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,16.1,2560,1440,windows,1
203,jio,Jio JioBook NB1112MM BLU 2023 Netbook Laptop (Octa Core/ 4GB/ 64GB eMMC/ JioOS),2793190,24,other,other,8,0,4,HDD,64,No secondary storage,0,arm,integrated,False,11.6,1366,768,other,1
204,asus,Asus Zenbook 14X OLED 2023 UX5401ZA-KM541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),14248100,65,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,2880,1800,windows,1
205,asus,Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),19948100,76,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1
206,hp,HP Omen 16-wd0880TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),18048100,70,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.1,2560,1440,windows,1
207,dell,Dell G15-5520 2023 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),14723100,73,intel,core i5,12,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
208,chuwi,Chuwi CoreBook X Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),4748100,50,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1200,windows,1
209,msi,MSI Modern 14 C11M-029IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),7598100,62,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1
210,hp,HP 15s-ey2001AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),10638100,63,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1
211,infinix,Infinix Zerobook ZL513 2023 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),9308100,57,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
212,dell,Dell Inspiron 3525 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),7455600,63,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,False,15.6,1920,1080,windows,1
213,asus,Asus Vivobook 16X 2023 K3605ZU-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),17111400,77,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1
214,asus,Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),16302000,76,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
215,asus,Asus Vivobook 16X 2023 K3605ZF-MBN524WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),11018100,70,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,16.0,1920,1200,windows,1
216,asus,Asus Vivobook 15 X1502ZA-EJ541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),11588100,66,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
217,hp,HP Pavilion 15-eg3079TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),13873800,66,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
218,msi,MSI Modern 14 C12M-671IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),10258100,65,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1
219,msi,MSI Thin GF63 11UC-1474IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),10828100,72,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,2
220,lenovo,Lenovo V15 G3 IAP 82TTA00UIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),6266200,53,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,dos,1
221,msi,MSI Modern 14 C12M-444IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),7028100,62,intel,core i3,6,8,16,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1
222,asus,Asus Vivobook Pro 15 M6500QF-HN521WS Laptop (Ryzen 5 5600HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),11398100,60,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,False,15.6,1920,1080,windows,1
223,asus,Asus VivoBook 14 X415EA-EK326WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),6078100,59,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1
224,apple,Apple MacBook Air 15 2023 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),27548100,56,apple,m2,8,8,8,SSD,512,No secondary storage,0,apple,apple,False,15.3,2880,1864,mac,1
225,infinix,Infinix INBook X2 Slim Series Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),4938100,57,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1
226,acer,Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),6078100,57,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
227,dell,Dell Inspiron 3520 D560872WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),10887000,62,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,False,15.6,1920,1080,windows,1
228,acer,Acer One 14 Z8-415UN.599SI.009 Laptop (11th Gen Core i3 / 8GB/ 256GB SSD/ Win11 Home),5698100,59,intel,core i3,2,4,8,SSD,256,No secondary storage,0,intel,integrated,False,14.0,1920,1080,windows,1
